MSCID,MSCCHART,MSCARTIST,MSCSTATUS,LASTUSERNAME,LASTCHANGEDATE,
301200005103,AMA;AMA;AAA;AAA;,Flaming Wood,No Fit,Administrator,2017.03.05 13:57:00,
301200005104,AMA;AMA;AAA;AAA;,Rayna Gellert,No Fit,Administrator,2017.03.05 14:01:45,
301200005105,AAA;AAA;,Songswarm,No Fit,Administrator,2017.03.05 14:06:43,
301200005106,AMA;AMA;AAA;AAA;,Marty Stewart,No Fit,Administrator,2017.03.05 14:08:50,
301200005107,AMA;AMA;AAA;AAA;,Astron,No Fit,Administrator,2017.03.05 14:12:45,
301200005108,AMA;AMA;AAA;AAA;,Domoma,No Fit,Administrator,2017.03.05 14:14:51,
301200005109,AMA;AMA;AAA;AAA;,Tennis,No Fit,Administrator,2017.03.05 14:16:24,
301200005110,AMA;AMA;AAA;AAA;,Byrd abd Street,No Fit,Administrator,2017.03.05 14:23:46,
301200005111,AMA;AMA;AAA;AAA;,Scotty Haze,No Fit,Administrator,2017.03.05 14:25:03,
301200005112,AMA;AMA;AAA;AAA;,Peter Mulvey,No Fit,Administrator,2017.03.05 14:26:04,
301200005113,AMA;AMA;AAA;AAA;,81 s,No Fit,Administrator,2017.03.05 14:30:48,
301200005114,AMA;AMA;AAA;AAA;,Linda Ortega,No Fit,Administrator,2017.03.05 14:32:10,
301200005115,AAA;AAA;,Carrie Elkin,No Fit,Administrator,2017.03.05 14:33:30,
301200005116,AMA;AMA;AAA;AAA;,Scott Cook,No Fit,Administrator,2017.03.05 14:35:24,
301200005117,AMA;AMA;AAA;AAA;,Flagship,No Fit,Administrator,2017.03.05 14:37:37,
301200005118,AMA;AMA;AAA;AAA;,Mavericks,No Fit,Administrator,2017.03.05 14:38:46,
301200005119,AMA;AMA;AAA;AAA;,Brian Tischleder,No Fit,Administrator,2017.03.05 14:43:37,
301200005120,AMA;AMA;AAA;AAA;,K Phillips,No Fit,Administrator,2017.03.05 14:46:06,
301200005121,AMA;AMA;AAA;AAA;,Ha Ha Tonka,No Fit,Administrator,2017.03.05 14:47:41,
301200005122,AMA;AMA;AAA;AAA;,Dout Schmude,No Fit,Administrator,2017.03.05 14:49:31,
301200005123,AMA;AMA;AAA;AAA;,Joe Kicher,No Fit,Administrator,2017.03.05 14:50:29,
301200005124,AMA;AMA;AAA;AAA;,Tedschi Truck Band,No Fit,Administrator,2017.03.05 14:53:04,
301200005125,AMA;AMA;AAA;AAA;,Noah Cornelius,No Fit,Administrator,2017.03.05 15:08:26,
301200005126,AMA;AMA;AAA;AAA;,Valerie June,No Fit,Administrator,2017.03.05 15:08:39,
301200005127,AMA;AMA;AAA;AAA;,Peridot,No Fit,Administrator,2017.03.05 15:09:57,
301200005128,AMA;AMA;AAA;AAA;,Jeremy Steding,No Fit,Administrator,2017.03.05 15:10:56,
301200005129,AMA;AMA;AAA;AAA;,Colin Hay,No Fit,Administrator,2017.03.05 15:12:54,
301200005130,AMA;AMA;AAA;AAA;,L.a. Ri8ver Catz,No Fit,Administrator,2017.03.05 15:14:14,
301200005131,AMA;AMA;AAA;AAA;,Reverend peyton,No Fit,Administrator,2017.03.05 15:15:22,
301200005132,AMA;AMA;AAA;AAA;,Mipso,No Fit,Administrator,2017.03.05 15:19:37,
301200005133,AMA;AMA;AAA;AAA;,Jenniofer Teft,No Fit,Administrator,2017.03.05 15:21:16,
301200005134,AMA;AMA;AAA;AAA;,Sunny Sweeney,No Fit,Administrator,2017.03.05 15:22:50,
301200005135,AMA;AMA;AAA;AAA;,Jennifer Kimball,No Fit,Administrator,2017.03.05 15:24:19,
301200005136,AMA;AMA;AAA;AAA;,Reyler Fanks,No Fit,Administrator,2017.03.05 15:25:37,
301200005150,AMA;AMA;AAA;AAA;,Hite,No Fit,Administrator,2017.03.26 16:50:28,
301200005152,AMA;AMA;AAA;AAA;,Greta Gaines,No Fit,Administrator,2017.03.26 16:52:45,
301200005154,AMA;AMA;AAA;AAA;,Paul Shaffer,No Fit,Administrator,2017.03.26 17:02:31,
301200005156,AMA;AMA;AAA;AAA;,Robyn Hitchcock,No Fit,Administrator,2017.03.26 17:04:55,
301200005158,AMA;AMA;AAA;AAA;,Twiddle,No Fit,Administrator,2017.03.26 17:07:02,
301200005159,AMA;AMA;AAA;AAA;,Sonie Brownies,No Fit,Administrator,2017.03.26 17:08:18,
301200005163,AMA;AMA;AAA;AAA;,Mouths of Babes,No Fit,Administrator,2017.03.26 17:13:10,
301200005165,AMA;AMA;AAA;AAA;,Joshua James,No Fit,Administrator,2017.03.26 17:17:15,
301200005167,AMA;AMA;AAA;AAA;,Tim Obrien,No Fit,Administrator,2017.03.26 17:20:29,
301200005169,AMA;AMA;AAA;AAA;,Folk is People,No Fit,Administrator,2017.03.26 17:22:21,
301200005171,AMA;AMA;AAA;AAA;,Samantha Leon,No Fit,Administrator,2017.03.26 17:24:23,
301200005173,AMA;AMA;AAA;AAA;,David Olney,No Fit,Administrator,2017.03.26 17:27:05,
301200005175,AMA;AMA;AAA;AAA;,Shane Henry,No Fit,Administrator,2017.03.26 17:30:18,
301200005177,AMA;AMA;AAA;AAA;,FlashBack,No Fit,Administrator,2017.03.26 17:32:07,
301200005179,AMA;AMA;AAA;AAA;,Darden Smith,NO Fit,Administrator,2017.03.26 17:33:51,
301200005181,AMA;AMA;AAA;AAA;,Pimps of Joytime,Wont Play,Administrator,2017.03.26 17:38:08,
301200005183,AMA;AMA;AAA;AAA;,Greg Graffin,No Fit,Administrator,2017.03.26 17:39:31,
301200005185,AMA;AMA;AAA;AAA;,The Mrs,Wont Play,Administrator,2017.03.26 17:42:13,
301200005187,AAA;AAA;,Frank Viele,No Fit,Administrator,2017.03.26 17:46:15,
301200005189,AMA;AMA;AAA;AAA;,Torgeir Waldemar,No Fit,Administrator,2017.03.26 17:52:01,
301200005191,AMA;AMA;AAA;AAA;,Tanika Charles,No Fit,Administrator,2017.03.26 17:54:29,
301200005193,AMA;AMA;AAA;AAA;,James Tally,Bi Fit,Administrator,2017.03.26 17:56:19,
301200005201,AMA;AMA;AAA;AAA;,Cory Branan,No Fit,Administrator,2017.04.02 14:50:44,
301200005203,AMA;AMA;AAA;AAA;,Jeb Nichols,No Fit,Administrator,2017.04.02 14:56:09,
301200005205,AMA;AMA;AAA;AAA;,Joan Baez,No Fit,Administrator,2017.04.02 15:04:04,
301200005207,AMA;AMA;AAA;AAA;,Dale and Ray,No Fit,Administrator,2017.04.02 15:05:16,
301200005151,AMA;AMA;AAA;AAA;,Will Starker,No Fit,Administrator,2017.03.26 16:51:27,
301200005153,AMA;AMA;AAA;AAA;,Putamayo Itlalia,No Fit,Administrator,2017.03.26 16:58:19,
301200005155,AMA;AMA;AAA;AAA;,Sam Outlaw,No Fit,Administrator,2017.03.26 17:03:18,
301200005157,AMA;AMA;AAA;AAA;,Front Country,No Fit,Administrator,2017.03.26 17:06:11,
301200005160,AMA;AMA;AAA;AAA;,Tim Avett,No Fit,Administrator,2017.03.26 17:09:33,
301200005161,AMA;AMA;AAA;AAA;,Sera Calhoone,No Fit,Administrator,2017.03.26 17:10:26,
301200005162,AAA;AAA;,Jenna and Rolf Sturm,No Fit,Administrator,2017.03.26 17:11:58,
301200005164,AMA;AMA;AAA;AAA;,Bill Scorzari,No Fit,Administrator,2017.03.26 17:14:05,
301200005166,AMA;AMA;AAA;AAA;,Leslie MENDELSON,No Fit,Administrator,2017.03.26 17:19:20,
301200005168,AMA;AMA;AAA;AAA;,Frank Miglicrelli,No Fit,Administrator,2017.03.26 17:21:32,
301200005170,AMA;AMA;AAA;AAA;,Greg Stewart,No Fit,Administrator,2017.03.26 17:23:07,
301200005172,AMA;AMA;AAA;AAA;,Becca Stevens,No Fit,Administrator,2017.03.26 17:26:49,
301200005174,AMA;AMA;AAA;AAA;,Quiles and Cloud,No Fit,Administrator,2017.03.26 17:29:07,
301200005176,AMA;AMA;AAA;AAA;,Garret Newton,No Fit,Administrator,2017.03.26 17:31:25,
301200005178,AMA;AMA;AAA;AAA;,Garland Jeffries,No Fit,Administrator,2017.03.26 17:33:00,
301200005180,AMA;AMA;AAA;AAA;,Ed Dupas,No Fit,Administrator,2017.03.26 17:35:02,
301200005182,AMA;AMA;AAA;AAA;,BlackFoot Gypsies,No Fit,Administrator,2017.03.26 17:38:33,
301200005184,AMA;AMA;AAA;AAA;,Gweneth Moreland,No Fit,Administrator,2017.03.26 17:40:48,
301200005186,AMA;AMA;AAA;AAA;,Coco Montaya,No Fit,Administrator,2017.03.26 17:45:09,
301200005188,AAA;AAA;,Johnny Flynn,No Fit,Administrator,2017.03.26 17:50:25,
301200005190,AMA;AMA;AAA;AAA;,Herrick,Wont Play,Administrator,2017.03.26 17:53:13,
301200005192,AMA;AMA;AAA;AAA;,Samatha Crain,No Fit,Administrator,2017.03.26 17:55:35,
301200005194,AMA;AMA;AAA;AAA;,Jonny Burke,No Fit,Administrator,2017.03.26 17:57:05,
301200005202,AMA;AMA;AAA;AAA;,Hurray for Roff Raff,No Fit,Administrator,2017.04.02 14:54:33,
301200005204,AMA;AMA;AAA;AAA;,HAJK,NO Fit,Administrator,2017.04.02 14:58:12,
301200005206,AMA;AMA;AAA;AAA;,Alice Howe,No Fit,Administrator,2017.04.02 15:04:17,
301200005208,AMA;AMA;AAA;AAA;,Elena and Boo,No Fit,Administrator,2017.04.02 15:10:28,
301200005209,AMA;AMA;AAA;AAA;,Candle wyck,No Fit,Administrator,2017.04.02 15:11:46,
301200005210,AMA;AMA;AAA;AAA;,Jordan Kirk,No Fit,Administrator,2017.04.02 15:12:54,
301200005211,AMA;AMA;AAA;AAA;,Le Spunk,No Fit,Administrator,2017.04.02 15:14:11,
301200005212,AMA;AMA;AAA;AAA;,Every thing returned to color,No Fit,Administrator,2017.04.02 15:15:04,
301200005213,AMA;AMA;AAA;AAA;,Rallies,No Fit,Administrator,2017.04.02 15:16:49,
301200005214,AMA;AMA;AAA;AAA;,Katie Buston,No Fit,Administrator,2017.04.02 15:18:13,
301200005215,AMA;AMA;AAA;AAA;,Rhiannon Giddens,No Fit,Administrator,2017.04.02 15:19:27,
301200005216,AMA;AMA;AAA;AAA;,Amilia Spicer,No Fit,Administrator,2017.04.02 15:23:17,
301200005217,AMA;AMA;AAA;AAA;,Tedeschi Trucks,No Fit too long,Administrator,2017.04.02 15:25:21,
301200005218,AMA;AMA;AAA;AAA;,Jason Eady,NO Fit,Administrator,2017.04.02 15:28:44,
301200005219,AMA;AMA;AAA;AAA;,Todd Adelman,No Fit,Administrator,2017.04.02 15:30:01,
301200005220,AMA;AMA;AAA;AAA;,Bela Fleck,No Fit,Administrator,2017.04.02 15:31:42,
301200005221,AMA;AMA;AAA;AAA;,Draw Slow,No Fit,Administrator,2017.04.02 15:31:55,
301200005222,AMA;AMA;AAA;AAA;,Nell Robinson,No Fit,Administrator,2017.04.02 15:35:07,
301200005223,AMA;AMA;AAA;AAA;,Gibson Brothers,No Fit,Administrator,2017.04.02 15:36:12,
301200005224,AMA;AMA;AAA;AAA;,Blind Lemon Pledge,No Fit,Administrator,2017.04.02 15:37:22,
301200005225,AMA;AMA;AAA;AAA;,Jamie Kindleyside,No Fit,Administrator,2017.04.02 15:38:50,
301200005226,AMA;AMA;AAA;AAA;,Chuck Berry,No Fit,Administrator,2017.04.02 15:39:45,
301200005227,AMA;AMA;AAA;AAA;,Will Harrison,No Fit,Administrator,2017.04.02 15:40:29,
301200005228,AMA;AMA;AAA;AAA;,MJ Bishop,No Fit,Administrator,2017.04.02 15:41:17,
301200005229,AMA;AMA;AAA;AAA;,New Pornagraphers,No Fit,Administrator,2017.04.02 15:41:59,
301200005230,AMA;AMA;AAA;AAA;,JC Brroks,No Fit,Administrator,2017.04.02 15:42:37,
301200005231,AMA;AMA;AAA;AAA;,Tons and Tons,No Fit,Administrator,2017.04.02 15:43:50,
301200005232,AMA;AMA;AAA;AAA;,Ponce,No Fit,Administrator,2017.04.02 15:44:21,
301200005233,AMA;AMA;AAA;AAA;,Alcia Beale,No Fit,Administrator,2017.04.02 15:45:07,
301200005234,AMA;AMA;AAA;AAA;,Nervous Germans,No Fit,Administrator,2017.04.02 15:46:06,
301200005235,AMA;AMA;AAA;AAA;,Rett Smith,No Fit,Administrator,2017.04.02 15:47:33,
301200005236,AMA;AMA;AAA;AAA;,Andrew Combs,No Fit,Administrator,2017.04.02 15:48:20,
301200005237,AMA;AMA;AAA;AAA;,Ellie Zwart,No Fit,Administrator,2017.04.02 15:49:12,
301200005238,AMA;AMA;AAA;AAA;,Chameleon Culture,No Fit,Administrator,2017.04.02 15:50:17,
301200005239,AMA;AMA;AAA;AAA;,Rhett Repko,No Fit,Administrator,2017.04.02 15:51:23,
301200005240,AMA;AMA;AAA;AAA;,Gregory Saurez,No Fit,Administrator,2017.04.02 15:52:28,
301200005241,AMA;AMA;AAA;AAA;,Christopher Jones,No Fit,Administrator,2017.04.02 16:00:45,
301200005242,AMA;AMA;AAA;AAA;,Whiskey Gentry,No Fit,Administrator,2017.04.02 16:01:50,
301200005243,AMA;AMA;AAA;AAA;,81 s,No Fit,Administrator,2017.04.02 16:02:40,
301200005244,AMA;AMA;AAA;AAA;,Dangewrmuffin,Bi Fit,Administrator,2017.04.02 16:03:42,
301200005245,AMA;AMA;AAA;AAA;,Kandur,No Fit,Administrator,2017.04.02 16:10:18,
301200005256,AMA;AMA;AAA;AAA;,Groovalottos,no fit,Administrator,2017.04.16 16:40:37,
301200005257,AMA;AMA;AAA;AAA;,Mathew patrick,No fit,Administrator,2017.04.16 16:57:00,
301200005258,AMA;AMA;AAA;AAA;,Lauren Batch,No Fit,Administrator,2017.04.16 16:59:31,
301200005259,AMA;AMA;AAA;AAA;,Dalton Domino,no fit,Administrator,2017.04.16 17:00:27,
301200005260,AMA;AMA;AAA;AAA;,Fast Rom~antics,No fit,Administrator,2017.04.16 17:01:34,
301200005261,AMA;AMA;AAA;AAA;,Amy Black,No fit,Administrator,2017.04.16 17:04:53,
301200005262,AMA;AMA;AAA;AAA;,Eric Tollefson,no fit,Administrator,2017.04.16 17:06:10,
301200005264,AMA;AMA;AAA;AAA;,Miccoli,no fit,Administrator,2017.04.16 17:09:44,
301200005266,AMA;AMA;AAA;AAA;,Larissa Tandy,No fit,Administrator,2017.04.16 17:13:26,
301200005268,AMA;AMA;AAA;AAA;,Hootenhallers,no fit,Administrator,2017.04.16 17:14:37,
301200005270,AMA;AMA;AAA;AAA;,Ray Davies,no fit,Administrator,2017.04.16 17:16:37,
301200005272,AMA;AMA;AAA;AAA;,Joseph Huber,no fit,Administrator,2017.04.16 17:22:20,
301200005274,AMA;AMA;AAA;AAA;,David Starr,no fit,Administrator,2017.04.16 17:24:18,
301200005276,AMA;AMA;AAA;AAA;,Bill Abernathy,no fit,Administrator,2017.04.16 17:28:53,
301200005278,AMA;AMA;AAA;AAA;,Famous by February,no fit,Administrator,2017.04.16 17:32:52,
301200005280,AMA;AMA;AAA;AAA;,Hades,no fit,Administrator,2017.04.16 17:34:24,
301200005282,AMA;AMA;AAA;AAA;,Elovaters,no fit,Administrator,2017.04.16 17:37:33,
301200005284,AMA;AMA;AAA;AAA;,Harmed Brothers,no fit,Administrator,2017.04.16 17:41:46,
301200005286,AMA;AMA;AAA;AAA;,Kenny Feorge,no fit,Administrator,2017.04.16 17:43:32,
301200005297,AAA;AAA;,Flow Tribe,No Fit,Administrator,2017.04.23 14:32:10,
301200005299,AMA;AMA;AAA;AAA;,Modern Mal,No Fit,Administrator,2017.04.23 14:35:01,
301200005301,AMA;AMA;AAA;AAA;,Black Lips,No Fit,Administrator,2017.04.23 14:38:08,
301200005303,AAA;AAA;,Mavis Staples,No Fit,Administrator,2017.04.23 14:44:38,
301200005306,AMA;AMA;AAA;AAA;,Texas,No Fit,Administrator,2017.04.23 14:57:49,
301200005308,AMA;AMA;AAA;AAA;,Aaron Burdett,No Fit,Administrator,2017.04.23 15:01:17,
301200005310,AMA;AMA;AAA;AAA;,Libery Deep Down,No fit - Put the track titles on the label please,Administrator,2017.04.23 15:08:02,
301200005312,AMA;AMA;AAA;AAA;,Colter Wall,No Fit,Administrator,2017.04.23 15:10:41,
301200005263,AMA;AMA;AAA;AAA;,Angaleena Presley,no fit,Administrator,2017.04.16 17:07:53,
301200005265,AMA;AMA;AAA;AAA;,Las Caferteras,No fit,Administrator,2017.04.16 17:11:15,
301200005267,AMA;AMA;AAA;AAA;,Bnot,no fit,Administrator,2017.04.16 17:13:37,
301200005269,AMA;AMA;AAA;AAA;,Tyler Edwards,No Fit,Administrator,2017.04.16 17:15:37,
301200005271,AMA;AMA;AAA;AAA;,House of Hamill,No Fit,Administrator,2017.04.16 17:18:40,
301200005273,AMA;AMA;AAA;AAA;,Bruce Robinson,No fit,Administrator,2017.04.16 17:23:27,
301200005275,AMA;AMA;AAA;AAA;,Paul Messinger,No Fit,Administrator,2017.04.16 17:25:21,
301200005277,AMA;AMA;AAA;AAA;,J BUCK,NO FIT,Administrator,2017.04.16 17:31:53,
301200005279,AMA;AMA;AAA;AAA;,Yila,no fit,Administrator,2017.04.16 17:33:35,
301200005281,AMA;AMA;AAA;AAA;,Alache,No fit,Administrator,2017.04.16 17:35:12,
301200005283,AMA;AMA;AAA;AAA;,Quantum Split,no fit,Administrator,2017.04.16 17:37:46,
301200005285,AMA;AMA;AAA;AAA;,Davis Coen,No fit,Administrator,2017.04.16 17:42:32,
301200005298,AMA;AMA;AAA;AAA;,Gerry Spekar,No Fit,Administrator,2017.04.23 14:34:44,
301200005300,AAA;AAA;,Dustbowl Revival,No Fit,Administrator,2017.04.23 14:36:13,
301200005302,AMA;AMA;AAA;AAA;,David Childers,No Fit,Administrator,2017.04.23 14:42:09,
301200005304,AMA;AMA;AAA;AAA;,Bobby Bare,No Fit,Administrator,2017.04.23 14:50:57,
301200005305,AMA;AMA;AAA;AAA;,Art Carter,No Fit,Administrator,2017.04.23 14:55:56,
301200005307,AMA;AMA;AAA;AAA;,Fred Eaglesmith,No Fit,Administrator,2017.04.23 14:59:40,
301200005309,AMA;AMA;AAA;AAA;,Jackson Howard,No Fit,Administrator,2017.04.23 15:02:35,
301200005311,AMA;AMA;AAA;AAA;,Sofcapone,No Fit,Administrator,2017.04.23 15:09:49,
301200005313,AMA;AMA;AAA;AAA;,Nardened and Tempered,No Fit,Administrator,2017.04.23 15:11:49,
301200005324,AMA;AMA;AAA;AAA;,Stephen Foster,No Fit,Administrator,2017.05.07 14:56:29,
301200005325,AMA;AMA;AAA;AAA;,Allison Pierce,No Fit,Administrator,2017.05.07 15:00:42,
301200005326,AMA;AMA;AAA;AAA;,Joe Holt,too slow,Administrator,2017.05.07 15:06:02,
301200005327,AMA;AMA;AAA;AAA;,Carrington MacDuffie,No Fit,Administrator,2017.05.07 15:08:26,
301200005328,AMA;AMA;AAA;AAA;,Sylvan Esso,No Fit,Administrator,2017.05.07 15:10:07,
301200005329,AMA;AMA;AAA;AAA;,Justin Townes Earle,No Fit,Administrator,2017.05.07 15:13:30,
301200005330,AMA;AMA;AAA;AAA;,Robyn Ludwick,No Fit,Administrator,2017.05.07 15:15:43,
301200005331,AMA;AMA;AAA;AAA;,Jon Stick Ley,No Fit,Administrator,2017.05.07 15:15:58,
301200005332,AMA;AMA;AAA;AAA;,Michael on Fire,No Fit,Administrator,2017.05.07 15:17:48,
301200005333,AMA;AMA;AAA;AAA;,Lesley Kernochan,No Fit,Administrator,2017.05.07 15:18:55,
301200005334,AMA;AMA;AAA;AAA;,Big State,No Fit,Administrator,2017.05.07 15:19:46,
301200005335,AMA;AMA;AAA;AAA;,Rev Sekou,No Fit,Administrator,2017.05.07 15:20:38,
301200005336,AMA;AMA;AAA;AAA;,Los Colognes,No Fit,Administrator,2017.05.07 15:24:59,
301200005337,AMA;AMA;AAA;AAA;,Rachel Price,No Fit,Administrator,2017.05.07 15:30:23,
301200005338,AMA;AMA;AAA;AAA;,Circus of the West,No Fit,Administrator,2017.05.07 15:37:51,
301200005339,AMA;AMA;AAA;AAA;,Hayden Kaye,No Fit,Administrator,2017.05.07 15:39:19,
301200005340,AMA;AMA;AAA;AAA;,Natalie Claro,No Fit,Administrator,2017.05.07 15:40:19,
301200005341,AMA;AMA;AAA;AAA;,Grant Smith,No Fit,Administrator,2017.05.07 15:44:35,
301200005342,AMA;AMA;AAA;AAA;,Joe Jenks,No Fit,Administrator,2017.05.07 15:45:37,
301200005343,AMA;AMA;AAA;AAA;,Daniel Romano,No Fit,Administrator,2017.05.07 15:47:03,
301200005344,AMA;AMA;AAA;AAA;,Dan Bryant,No Fit,Administrator,2017.05.07 15:48:02,
301200005345,AMA;AMA;AAA;AAA;,Bruce Sudano,No Fit,Administrator,2017.05.07 15:48:55,
301200005346,AMA;AMA;AAA;AAA;,Greg hudik,No Fit,Administrator,2017.05.07 15:50:57,
301200005347,AMA;AMA;AAA;AAA;,Jade Jackson,No Fit,Administrator,2017.05.07 15:56:38,
301200005348,AMA;AMA;AAA;AAA;,San Cisco,No Fit,Administrator,2017.05.07 15:57:31,
301200005349,AMA;AMA;AAA;AAA;,Herrick,No Fit,Administrator,2017.05.07 15:59:21,
301200005350,AMA;AMA;AAA;AAA;,Chastity Brown,No Fit,Administrator,2017.05.07 15:59:39,
301200005351,AMA;AMA;AAA;AAA;,Paul Nipper,No Fit,Administrator,2017.05.07 16:00:55,
301200005352,AMA;AMA;AAA;AAA;,Chris Stapleton,No Fit,Administrator,2017.05.07 16:02:47,
301200005353,AMA;AMA;AAA;AAA;,Terry Klien,No Fit,Administrator,2017.05.07 16:03:40,
301200005368,AMA;AMA;AAA;AAA;,Ancient Cat Society,No Fit,Administrator,2017.05.20 15:02:15,
301200005369,AMA;AMA;AAA;AAA;,Tata Dente,No Fit,Administrator,2017.05.20 15:05:03,
301200005370,AMA;AMA;AAA;AAA;,Norman Collins,No Fit,Administrator,2017.05.20 15:26:32,
301200005371,AMA;AMA;AAA;AAA;,Jordi Baizans,No Fit,Administrator,2017.05.20 15:28:11,
301200005372,AMA;AMA;AAA;AAA;,Russ Still,No Fit,Administrator,2017.05.20 15:31:43,
301200005373,AMA;AMA;AAA;AAA;,King Washington,No Fit,Administrator,2017.05.20 15:35:31,
301200005374,AMA;AMA;AAA;AAA;,Rachel Baiman,No Fit,Administrator,2017.05.20 15:36:20,
301200005375,AMA;AMA;AAA;AAA;,Worn Flynts,No Fit,Administrator,2017.05.20 15:37:13,
301200005376,AMA;AMA;AAA;AAA;,Vandoliers,No Fit,Administrator,2017.05.20 15:38:21,
301200005377,AMA;AMA;AAA;AAA;,Shannon McNally,No Fit,Administrator,2017.05.20 15:42:05,
301200005378,AMA;AMA;AAA;AAA;,Jena Irene Asciutto,No Fit,Administrator,2017.05.20 15:43:17,
301200005379,AMA;AMA;AAA;AAA;,Harpeth Rising,No Fit,Administrator,2017.05.20 15:44:48,
301200005380,AMA;AMA;AAA;AAA;,Jim Keaveny,No Fit,Administrator,2017.05.20 15:46:35,
301200005381,AAA;AAA;,Tom Russel,No Fit,Administrator,2017.05.20 15:47:33,
301200005382,AMA;AMA;AAA;AAA;,Flemming Moore,No Fit,Administrator,2017.05.20 15:48:26,
301200005383,AMA;AMA;AAA;AAA;,John Trundell,No Fit,Administrator,2017.05.20 15:49:53,
301200005384,AMA;AMA;AAA;AAA;,Como Mamas,No Fit,Administrator,2017.05.20 15:50:29,
301200005385,AMA;AMA;AAA;AAA;,Pierce Edens,No Fit,Administrator,2017.05.20 15:53:07,
301200005386,AMA;AMA;AAA;AAA;,Sarah Petitie,No Fit,Administrator,2017.05.20 15:54:33,
301200005387,AMA;AMA;AAA;AAA;,Bumper Jacksons,No Fit,Administrator,2017.05.20 15:55:18,
301200005388,AMA;AMA;AAA;AAA;,Thin Rail,No Fit,Administrator,2017.05.20 15:59:12,
301200005391,AMA;AMA;AAA;AAA;,Killing Grace,No Fit,Administrator,2017.05.20 16:10:25,
301200005393,AMA;AMA;AAA;AAA;,Michael Tierman,No Fit,Administrator,2017.05.20 16:13:52,
301200005395,AMA;AMA;AAA;AAA;,disparrows,no fit,Administrator,2017.05.20 16:19:12,
301200005389,AMA;AMA;AAA;AAA;,No Good Sister,No Fit,Administrator,2017.05.20 16:00:06,
301200005390,AMA;AMA;AAA;AAA;,Dom Kelly,No Fit,Administrator,2017.05.20 16:07:03,
301200005392,AMA;AMA;AAA;AAA;,Vedra,No Fit,Administrator,2017.05.20 16:11:59,
301200005394,AMA;AMA;AAA;AAA;,Ani DiFranco,No Fit,Administrator,2017.05.20 16:16:30,
301200005410,AMA;AMA;AAA;AAA;,Twisted Pine,No Fit,Administrator,2017.06.04 15:56:30,
301200005411,AMA;AMA;AAA;AAA;,Peter Himmelmn,No Fit,Administrator,2017.06.04 16:03:23,
301200005412,AMA;AMA;AAA;AAA;,Pascal Bokar,No Fit,Administrator,2017.06.04 16:07:12,
301200005413,AMA;AMA;AAA;AAA;,Joey Fuggins,No Fit,Administrator,2017.06.04 16:08:40,
301200005414,AMA;AMA;AAA;AAA;,Daylight Sinners,No Fit,Administrator,2017.06.04 16:11:16,
301200005415,AMA;AMA;AAA;AAA;,Secret Sisters,No Fit,Administrator,2017.06.04 16:12:09,
301200005416,AMA;AMA;AAA;AAA;,Sammy Brue,No Fit,Administrator,2017.06.04 16:13:15,
301200005417,AMA;AMA;AAA;AAA;,Dan Mills,No Fit,Administrator,2017.06.04 16:14:27,
301200005418,AMA;AMA;AAA;AAA;,Red Hot,No Fit,Administrator,2017.06.04 16:15:40,
301200005419,AMA;AMA;AAA;AAA;,Rod Melancon,No Fit,Administrator,2017.06.04 16:17:58,
301200005420,AMA;AMA;AAA;AAA;,Big Thief,No Fir,Administrator,2017.06.04 16:21:44,
301200005421,AMA;AMA;AAA;AAA;,Sandy Ross,No Fit,Administrator,2017.06.04 16:23:49,
301200005422,AMA;AMA;AAA;AAA;,Yonder String Band,No Fit,Administrator,2017.06.04 16:25:16,
301200005423,AMA;AMA;AAA;AAA;,Joseph Eid,No Fit,Administrator,2017.06.04 16:27:57,
301200005424,AMA;AMA;AAA;AAA;,Willie Nile,No Fit,Administrator,2017.06.04 16:29:06,
301200005425,AMA;AMA;AAA;AAA;,Sam Baker,No Fit,Administrator,2017.06.04 16:31:27,
301200005426,AMA;AMA;AAA;AAA;,Janie Barnet,No Fit,Administrator,2017.06.04 16:32:30,
301200005427,AMA;AMA;AAA;AAA;,Amanda Platt,No Fit,Administrator,2017.06.04 16:33:38,
301200005428,AMA;AMA;AAA;AAA;,Thomas Wynn,No Fit,Administrator,2017.06.04 16:35:40,
301200005429,AMA;AMA;AAA;AAA;,Jay Scott,No Fit,Administrator,2017.06.04 16:36:38,
301200005430,AMA;AMA;AAA;AAA;,Chuck Mcdermott,No Fit,Administrator,2017.06.04 16:40:17,
301200005431,AMA;AMA;AAA;AAA;,Dan Stevens,No Fit,Administrator,2017.06.04 16:41:30,
301200005432,AAA;AAA;,Tahne,No Fit,Administrator,2017.06.04 16:42:21,
301200005433,AMA;AMA;AAA;AAA;,Nick Anderson,No Fit,Administrator,2017.06.04 16:43:56,
