MSCID,MSCCHART,MSCARTIST,MSCSTATUS,LASTUSERNAME,LASTCHANGEDATE,
301200003832,AAA;AMA;,Brennon Leigh,No Fit,Administrator,2016.01.03 17:47:51,
301200003833,AAA;AMA;,Dash Rip Rock,no Fit,Administrator,2016.01.03 17:50:26,
301200003834,AAA;AMA;,dylan LeBlanc,No Fit,Administrator,2016.01.03 18:04:09,
301200003835,AAA;AMA;,Jason Lee Mckinney,No Fit,Administrator,2016.01.03 18:06:10,
301200003836,AAA;AMA;,Ron Pope,No Fit,Administrator,2016.01.03 18:07:10,
301200003837,AAA;,Christian lopez,No Fit,Administrator,2016.01.03 18:08:00,
301200003838,AAA;AMA;,Bonnie Raiftr,No Fit,Administrator,2016.01.03 18:09:02,
301200003839,AAA;AMA;,David Gans,No Fit,Administrator,2016.01.03 18:10:23,
301200003840,AAA;AMA;,Angela Predhomme,No Fit,Administrator,2016.01.03 18:11:24,
301200003841,AAA;AMA;,Seth Davis,No Fit,Administrator,2016.01.03 18:13:14,
301200003842,AAA;AMA;,Scott Sparks,No Fit,Administrator,2016.01.03 18:14:18,
301200003843,AAA;AMA;,Keegan McInroe,No Fit,Administrator,2016.01.03 18:15:31,
301200003844,AAA;AMA;,Kimmy Mustangs,No Fit,Administrator,2016.01.03 18:16:37,
301200003858,AAA;AMA;,Violet Delancey,No Fit,Administrator,2016.01.17 16:01:35,
301200003859,AAA;AMA;,War and Pierce,No Fit,Administrator,2016.01.17 16:11:29,
301200003860,AAA;AMA;,Angela Perley,No Fit,Administrator,2016.01.17 16:13:32,
301200003861,AAA;AMA;,Randy Rogers,No Fit,Administrator,2016.01.17 16:14:58,
301200003862,AAA;AMA;,Royal Holland,No Fit,Administrator,2016.01.17 16:16:31,
301200003863,AAA;AMA;,Larry Keel,No Fit,Administrator,2016.01.17 16:24:09,
301200003864,AAA;AMA;,Kate Cambell,No Fit,Administrator,2016.01.17 16:25:23,
301200003865,AAA;AMA;,Lew Gard,No Fit,Administrator,2016.01.17 16:31:00,
301200003866,AAA;AMA;,Run River North,No Fit,Administrator,2016.01.17 16:32:16,
301200003867,AAA;AMA;,Tin Toy Cars,No Fit,Administrator,2016.01.17 16:41:09,
301200003868,AAA;AMA;,Bob Woodruff,No Fit,Administrator,2016.01.17 16:43:44,
301200003869,AAA;AMA;,Green River Ordinance,No Fit,Administrator,2016.01.17 16:45:54,
301200003870,AAA;AMA;,Javier Escovedo,no Fit,Administrator,2016.01.17 16:47:42,
301200003871,AAA;AMA;,Traveling Circus,No Fit,Administrator,2016.01.17 16:51:51,
301200003872,AAA;AMA;,WHOSAH,No Fit,Administrator,2016.01.17 16:59:35,
301200003873,AAA;AMA;,Buddy Miller,No Fit,Administrator,2016.01.17 17:17:51,
301200003874,AAA;AMA;,Dori Freeman,No Fit,Administrator,2016.01.17 17:21:35,
301200003875,AAA;AMA;,Matt Flinner Trio,No Fit,Administrator,2016.01.17 17:25:40,
301200003876,AAA;AMA;,Wynonna,No Fit,Administrator,2016.01.17 17:37:04,
301200003877,AAA;AMA;,Sonya Mitchell,No Fit,Administrator,2016.01.17 17:41:20,
301200003878,AAA;AMA;,Cactus Blossoms,No Fit,Administrator,2016.01.17 17:44:00,
301200003879,AAA;AMA;,David Starr,No Fit,Administrator,2016.01.17 17:45:28,
301200003880,AAA;AMA;,Bob Cheevers,No Fit,Administrator,2016.01.17 17:49:15,
301200003882,AAA;AMA;,Ynana Rose,No Fit,Administrator,2016.01.17 17:51:56,
301200003881,AAA;AMA;,Freakwater,No Fit,Administrator,2016.01.17 17:50:52,
301200003883,AAA;AMA;,Hiutttch,No Fit,Administrator,2016.01.17 17:57:54,
301200003884,AAA;AMA;,Broke Royals,No Fit,Administrator,2016.01.17 17:58:44,
301200003885,AAA;AMA;,Mach Five,No Fit,Administrator,2016.01.17 18:00:40,
301200003886,AAA;AMA;,Whistlers Father,No Fit,Administrator,2016.01.17 18:01:24,
301200003887,AAA;AMA;,Henry Wagons,No Fit,Administrator,2016.01.17 18:03:02,
301200003888,AAA;AMA;,Bourbon Express,No Fit,Administrator,2016.01.17 18:04:12,
301200003889,AAA;AMA;,Reed Turner,No Fit,Administrator,2016.01.17 18:05:20,
301200003912,AAA;AMA;,Sam Lewis,No Fit,Administrator,2016.01.31 14:37:34,
301200003913,AAA;AMA;,Lucinda Williams,No Fit,Administrator,2016.01.31 14:42:19,
301200003914,AAA;AMA;,Judy Kass,No Fit,Administrator,2016.01.31 14:50:43,
301200003915,AAA;AMA;,Brotheres Comatose,No Fit,Administrator,2016.01.31 14:53:08,
301200003916,AAA;AMA;,Chip Taylor,No Fit Sorry,Administrator,2016.01.31 14:55:35,
301200003917,AAA;AMA;,Eric Brace,No Fit,Administrator,2016.01.31 14:56:32,
301200003918,AAA;AMA;,Idan Raichel,No Fit,Administrator,2016.01.31 14:57:52,
301200003919,AAA;AMA;,James Hunter Six,No Fit,Administrator,2016.01.31 14:59:12,
301200003920,AAA;AMA;,Grand Loss,No Fit,Administrator,2016.01.31 15:00:49,
301200003921,AAA;AMA;,R. X. Bertoldi,No Fit,Administrator,2016.01.31 15:02:39,
301200003922,AAA;AMA;,Cynthia Mamar,No Fit,Administrator,2016.01.31 15:04:20,
301200003923,AAA;AMA;,Secret Sea,No Fit,Administrator,2016.01.31 15:11:40,
301200003924,AAA;AMA;,Johnny Rawls,No Fit,Administrator,2016.01.31 15:14:09,
301200003925,AAA;AMA;,Vicky Emerson,No Fit,Administrator,2016.01.31 15:15:20,
301200003926,AAA;AMA;,POP ETC,No Fit,Administrator,2016.01.31 15:17:31,
301200003927,AAA;AMA;,Escondido,No Fit,Administrator,2016.01.31 15:19:57,
301200003928,AAA;AMA;,Rebecca Folsom,Wont Play,Administrator,2016.01.31 15:21:44,
301200003929,AAA;AMA;,Tyller Gimmerersall,No Fit,Administrator,2016.01.31 15:29:21,
301200003930,AAA;AMA;,Pines,No Fit,Administrator,2016.01.31 15:29:34,
301200003931,AAA;AMA;,Terry Draper,No Fit,Administrator,2016.01.31 15:30:47,
301200003932,AAA;AMA;,VAL,No Fit,Administrator,2016.01.31 15:31:38,
301200003933,AAA;AMA;,Devils Cut,No Fit,Administrator,2016.01.31 15:32:23,
301200003934,AAA;AMA;,Chris Murphy,No Fit,Administrator,2016.01.31 15:33:22,
301200003935,AAA;AMA;,Rigbi,No Fit,Administrator,2016.01.31 15:34:28,
301200003937,AAA;AMA;,Shaman Juan,No Fit,Administrator,2016.01.31 15:42:59,
301200003938,AAA;AMA;,For the Sender,No Fit,Administrator,2016.01.31 15:46:00,
301200003939,AAA;AMA;,Magnetic Zeroes,Need Full Album,Administrator,2016.01.31 15:50:49,
301200003940,AAA;AMA;,Professor Louie,No Fit,Administrator,2016.01.31 15:52:27,
301200003941,AAA;AMA;,Nolaade,No Fit,Administrator,2016.01.31 15:59:19,
301200003942,AAA;AMA;,Alex Dezen,No Fit,Administrator,2016.01.31 16:01:16,
301200003960,AAA;AMA;,lou Dillion,No Fit,Administrator,2016.02.07 15:58:02,
301200003961,AAA;AMA;,Sim Ross,No Fit,Administrator,2016.02.07 16:27:54,
301200003962,AAA;AMA;,Andy Gordon,No Fit,Administrator,2016.02.07 16:29:50,
301200003963,AAA;AMA;,Synesthica,No Fit,Administrator,2016.02.07 16:32:19,
301200003964,AAA;AMA;,Dan Stuart,No Fit,Administrator,2016.02.07 16:37:08,
301200003965,AAA;AMA;,Richmond Fontaine,No Fit,Administrator,2016.02.07 16:38:11,
301200003966,AAA;AMA;,Sandy Carroll,No Fit,Administrator,2016.02.07 16:39:30,
301200003967,AAA;AMA;,Lee harvey Osmond,No Fit,Administrator,2016.02.07 16:41:13,
301200003968,AAA;AMA;,RB Stone,No Fit,Administrator,2016.02.07 16:45:52,
301200003969,AAA;AMA;,Jenny Gillespie,No Fit,Administrator,2016.02.07 16:47:32,
301200003970,AAA;AMA;,Grant Peebles,No Fit,Administrator,2016.02.07 16:48:51,
301200003971,AAA;AMA;,Tami Neilson,No Fit,Administrator,2016.02.07 16:50:03,
301200003972,AAA;AMA;,Little Kings,No Fit,Administrator,2016.02.07 16:53:09,
301200003973,AAA;AMA;,Birds of chicago,No Fit,Administrator,2016.02.07 16:56:27,
301200003974,AAA;AMA;,Max Stalling,No Fit,Administrator,2016.02.07 16:58:24,
301200003991,AAA;AMA;,Penny and Sparrow,No Fit,Administrator,2016.03.03 16:43:27,
301200003992,AAA;AMA;,Pete Yorn,No Fit,Administrator,2016.03.03 16:44:35,
301200003993,AAA;AMA;,Peter Karp,No Fit,Administrator,2016.03.03 16:48:29,
301200003994,AAA;,Nellen Dryden,No Fit,Administrator,2016.03.04 09:49:45,
301200003995,AAA;AMA;,Stereo Reform,No Fit,Administrator,2016.03.04 09:51:03,
301200003996,AAA;AMA;,Lawrence,No Fit,Administrator,2016.03.04 09:54:48,
301200003997,AAA;AMA;,Margo Price,No Fit,Administrator,2016.03.04 09:56:03,
301200003998,AAA;AMA;,Monica Rizzio,No Fit,Administrator,2016.03.04 09:57:08,
301200003999,AAA;,Benedict Dolly Rockers,No Fit,Administrator,2016.03.04 10:07:05,
301200004000,AAA;AMA;,Walter Salas-Humara,No Fit,Administrator,2016.03.04 10:11:01,
301200004001,AAA;AMA;,Corin Raymond,No Fit,Administrator,2016.03.04 10:12:03,
301200004002,AAA;AMA;,Waco Brothers,No Fit,Administrator,2016.03.04 10:19:17,
301200004003,AAA;AMA;,Toronzo Cannon,No Fit,Administrator,2016.03.04 10:20:50,
301200004004,AAA;AMA;,Blind Willie,No Fit,Administrator,2016.03.04 10:22:29,
301200004005,AAA;AMA;,Dave Adkins,No Fit,Administrator,2016.03.04 10:26:48,
301200004006,AAA;AMA;,Rog and the Human Tribe,No Fit,Administrator,2016.03.04 10:28:38,
301200004007,AAA;AMA;,Terri Hendrix,NO Fit,Administrator,2016.03.04 10:44:26,
301200004008,AAA;AMA;,Coer de Pirate,No Fit,Administrator,2016.03.04 10:50:18,
301200004009,AAA;AMA;,Chuck Johnson,No Fir,Administrator,2016.03.04 10:52:37,
301200004010,AAA;AMA;,Vox Vidorra,No Fit,Administrator,2016.03.04 11:02:57,
301200004011,AAA;AMA;,DNT,No Fit,Administrator,2016.03.04 11:06:39,
301200004012,AAA;AMA;,Rifters,No Fit,Administrator,2016.03.04 11:07:56,
301200004014,AAA;AMA;,Bill carter,No Fit,Administrator,2016.03.04 11:21:03,
301200004017,AAA;AMA;,Broadhust,No Fit,Administrator,2016.03.04 11:44:14,
301200004019,AAA;AMA;,The Both,No Fit,Administrator,2016.03.04 11:46:49,
301200004021,AAA;AMA;,First Day Of Summer,No Fit,Administrator,2016.03.04 11:49:38,
301200004013,AAA;AMA;,Kenny George,No Fit,Administrator,2016.03.04 11:09:13,
301200004015,AAA;AMA;,Esperanzas Spalding,No Fit,Administrator,2016.03.04 11:23:14,
301200004016,AAA;AMA;,LNXNDRF,No Fit,Administrator,2016.03.04 11:42:57,
301200004018,AAA;AMA;,Run River North,No Fit,Administrator,2016.03.04 11:45:29,
301200004020,AAA;AMA;,Ronnie Dean Tinsley,No Fit,Administrator,2016.03.04 11:48:13,
301200004022,AAA;AMA;,Danny Wood,No Fit,Administrator,2016.03.04 11:50:46,
301200004023,AAA;AMA;,Legoheads,No Fit,Administrator,2016.03.04 12:10:42,
301200004024,AAA;AMA;,Frank Solivan,No Fit,Administrator,2016.03.04 12:13:49,
301200004025,AAA;AMA;,Greg Laswell,No Fit,Administrator,2016.03.04 12:15:21,
301200004026,AAA;AMA;,Willie Nile,No Fit,Administrator,2016.03.04 12:17:00,
301200004027,AAA;AMA;,Charles Bradley,No Fit,Administrator,2016.03.04 12:26:05,
301200004028,AAA;,Michael and Jennifer McLain,No Fit,Administrator,2016.03.04 12:27:03,
301200004050,AAA;AMA;,Chasing Colors,No Fit,Administrator,2016.03.04 15:36:04,
301200004051,AAA;AMA;,Ingersol,No Fit,Administrator,2016.03.04 15:37:34,
301200004052,AAA;AMA;,Cold Sweats,No Fit,Administrator,2016.03.04 15:38:36,
301200004053,AAA;AMA;,The Grahams,No Fit,Administrator,2016.03.04 15:43:44,
301200004054,AAA;AMA;,Sean Watkins,No Fit,Administrator,2016.03.04 15:45:06,
301200004055,AAA;AMA;,Eileen ivers,No Fit,Administrator,2016.03.04 15:46:15,
301200004056,AAA;AMA;,Carrington MacDuffie,No Fit,Administrator,2016.03.04 15:49:37,
301200004057,AAA;AMA;,Anderson East,No Fit,Administrator,2016.03.04 15:51:18,
301200004058,AAA;AMA;,Tammy Patrick,No Fit,Administrator,2016.03.04 15:53:12,
301200004059,AAA;AMA;,Matt Patershuk,No Fit,Administrator,2016.03.04 15:56:27,
301200004060,AAA;AMA;,Jon Bryant,No Fit,Administrator,2016.03.04 16:05:07,
301200004061,AAA;AMA;,Goodbye Blue,No Fit,Administrator,2016.03.04 16:06:07,
301200004062,AAA;AMA;,Winterpills,No Fit,Administrator,2016.03.04 16:07:19,
301200004063,AAA;AMA;,Tim Hockenberry,No Fit,Administrator,2016.03.04 16:09:23,
301200004064,AAA;AMA;,Ronnie Spector,No Fit,Administrator,2016.03.04 16:11:12,
301200004065,AAA;AMA;,Paul Mark,No Fit,Administrator,2016.03.04 16:13:09,
301200004066,AAA;AMA;,The Shondikes,No Fit,Administrator,2016.03.04 16:14:55,
301200004073,AAA;AMA;,Haelos,Like the cd but it does not fit our format,Administrator,2016.03.15 13:17:49,
301200004074,AAA;AMA;,Southern Proof,No Fit,Administrator,2016.03.15 13:32:13,
301200004075,AAA;AMA;,Teddy Thompson and Kelly Jones,No Fit,Administrator,2016.03.15 13:40:34,
301200004076,AAA;AMA;,Rice and Menzone,No Fit,Administrator,2016.03.15 13:44:33,
301200004077,AAA;AMA;,Section House,No Fit,Administrator,2016.03.15 13:45:23,
301200004078,AAA;AMA;,elephant revival,no fit,Administrator,2016.03.15 14:04:53,
301200004079,AAA;AMA;,Haroula Rose,No Fit,Administrator,2016.03.15 14:08:12,
301200004080,AAA;AMA;,Jeff Buckley,No Fit,Administrator,2016.03.15 14:10:19,
301200004081,AAA;AMA;,Mark Erelli,No Fit,Administrator,2016.03.15 14:20:21,
301200004082,AAA;AMA;,Michael Weiskopf,No Fit,Administrator,2016.03.15 14:24:42,
301200004083,AAA;AMA;,Strangers You Know,No Fit,Administrator,2016.03.15 14:29:49,
301200004084,AAA;AMA;,Gregory Douglas,No Fit,Administrator,2016.03.15 14:40:08,
301200004085,AAA;AMA;,Ragbirds,No Fit,Administrator,2016.03.15 14:40:19,
301200004086,AAA;AMA;,Hackenshaw Boys,No Fit,Administrator,2016.03.15 15:05:34,
301200004087,AAA;AMA;,Ct Canteri,No Fit,Administrator,2016.03.15 15:07:04,
301200004088,AAA;AMA;,Hayes Carll,No Fit,Administrator,2016.03.15 16:24:52,
301200004089,AAA;AMA;,Robbie Fulks,No Fit,Administrator,2016.03.15 16:28:07,
301200004090,AAA;AMA;,Carter Sampson,No fit,Administrator,2016.03.15 16:29:10,
301200004091,AAA;AMA;,Kendra Lou,No Fit,Administrator,2016.03.15 16:30:54,
301200004092,AAA;AMA;,Mary Ann Casale,No fit,Administrator,2016.03.15 16:32:42,
301200004093,AAA;AMA;,Currys,No Fit,Administrator,2016.03.15 16:34:02,
301200004094,AAA;AMA;,Satin Cowboy,No Fit,Administrator,2016.03.15 16:36:44,
301200004095,AAA;AMA;,Teddy Thomas,No Fit,Administrator,2016.03.15 16:37:47,
301200004096,AAA;AMA;,Goose,No Fit,Administrator,2016.03.15 16:41:29,
301200004097,AAA;AMA;,Marcus Ward,No Fit,Administrator,2016.03.15 16:46:19,
301200004112,AAA;AMA;,Reagan Boggs,No Fit,Administrator,2016.04.10 13:02:17,
301200004113,AAA;AMA;,Mystix,No Fit,Administrator,2016.04.10 13:02:45,
301200004114,AAA;AMA;,Curtis salgado,No Fit,Administrator,2016.04.10 13:05:43,
301200004115,AAA;AMA;,Laura Gibson,No Fit,Administrator,2016.04.10 13:07:24,
301200004116,AAA;AMA;,Glenna Bell,No Fit,Administrator,2016.04.10 13:33:10,
301200004117,AAA;AMA;,Sachal Ensemple,No Fit,Administrator,2016.04.10 13:34:38,
301200004118,AAA;AMA;,Chris nauman,No Fit,Administrator,2016.04.10 13:43:10,
301200004119,AAA;AMA;,Unseen Strangers,no Fit,Administrator,2016.04.10 13:48:04,
301200004120,AAA;AMA;,Red Shahan,No Fit,Administrator,2016.04.10 13:49:13,
301200004121,AAA;AMA;,Michael Daves,No Fit,Administrator,2016.04.10 13:51:02,
301200004122,AAA;AMA;,Scott Krockoff,No Fit,Administrator,2016.04.10 13:53:05,
301200004123,AAA;AMA;,Margo Price,No Fit,Administrator,2016.04.10 13:54:26,
301200004124,AAA;AMA;,Andrew Bird,No Fit,Administrator,2016.04.10 14:06:11,
301200004125,AAA;AMA;,Che-Val,No Fit,Administrator,2016.04.10 14:06:23,
301200004126,AAA;AMA;,Brianne Danter,No Fit,Administrator,2016.04.10 14:13:53,
301200004127,AAA;AMA;,Lakou Mizik,No Fit,Administrator,2016.04.10 14:15:08,
301200004128,AAA;,Reubon Hollebon,No Fit,Administrator,2016.04.10 14:43:27,
301200004129,AAA;AMA;,Rod Melancon,No Fit,Administrator,2016.04.10 14:49:23,
301200004130,AAA;AMA;,Dreamer,No Fit,Administrator,2016.04.10 14:51:00,
301200004131,AAA;AMA;,Josh Kelley,No Fit,Administrator,2016.04.10 14:59:44,
301200004132,AAA;AMA;,David Massey,No Fit,Administrator,2016.04.10 15:24:29,
301200004133,AAA;AMA;,Andy McKee,No Fit,Administrator,2016.04.10 15:29:44,
301200004135,AAA;AMA;,Waleter Salas,No Fit,Administrator,2016.04.10 15:44:24,
301200004137,AAA;AMA;,Chris Bolint,No Fit,Administrator,2016.04.10 16:36:41,
301200004139,AAA;AMA;,Sugar Blue,No Fit,Administrator,2016.04.10 16:43:20,
301200004140,AAA;AMA;,Chapell,No Fit,Administrator,2016.04.10 16:48:05,
301200004141,AAA;AMA;,Mountain Heart,No Fit,Administrator,2016.04.10 17:00:07,
301200004144,AAA;AMA;,Nate Currin,No Fit,Administrator,2016.04.10 17:08:15,
301200004148,AAA;AMA;,Michael Douget,No Fit,Administrator,2016.04.10 17:13:52,
301200004151,AAA;AMA;,Jena Asciutto,No Fit,Administrator,2016.04.10 17:29:15,
301200004153,AAA;AMA;,Jason Wilber,No Fit,Administrator,2016.04.10 17:40:13,
301200004155,AAA;AMA;,Cynddi Lauper,No Fit,Administrator,2016.04.10 17:52:57,
301200004146,AAA;AMA;,Donald Hinely,No Fit wont play,Administrator,2016.04.26 10:57:13,
301200004134,AAA;AMA;,Valerio Piccolo,No Fit,Administrator,2016.04.10 15:42:28,
301200004136,AAA;AMA;,By Light We Loom,No Fit,Administrator,2016.04.10 16:05:20,
301200004138,AAA;AMA;,Vanderslice,No Fit,Administrator,2016.04.10 16:38:12,
301200004142,AAA;AMA;,Darryl Purpose,No Fit,Administrator,2016.04.10 17:01:07,
301200004143,AAA;AMA;,Dave Insley,No Fit,Administrator,2016.04.10 17:07:48,
301200004145,AAA;AMA;,Terri Binton,No Fit,Administrator,2016.04.10 17:09:08,
301200004147,AAA;AMA;,Socail Orphans,No Fit,Administrator,2016.04.10 17:11:40,
301200004149,AAA;AMA;,Brothers Sun,No Fit,Administrator,2016.04.10 17:14:29,
301200004150,AAA;AMA;,Willie Sugarcapps,No Fit,Administrator,2016.04.10 17:26:35,
301200004152,AAA;AMA;,Town Mountain,No Fit,Administrator,2016.04.10 17:30:30,
301200004154,AAA;AMA;,Mo Kenney,Take Her Outside FCC Problem Not Labelled,Administrator,2016.04.10 17:47:23,
301200004156,AAA;AMA;,Cosy Sheridan,No Fit,Administrator,2016.04.10 17:56:30,
301200004157,AAA;AMA;,Michaela Anne,No Fit,Administrator,2016.04.10 18:15:20,
301200004158,AAA;AMA;,Jim Lampos,No Fit,Administrator,2016.04.10 18:20:52,
301200004159,AAA;AMA;,Henry River Honey,No Fit,Administrator,2016.04.10 18:23:01,
301200004160,AAA;AMA;,Echo Victor,No Fit,Administrator,2016.04.10 18:27:47,
301200004161,AAA;AMA;,Jeri Silverman,No Fit,Administrator,2016.04.10 18:30:30,
301200004162,AAA;AMA;,Batture Boys,No Fit,Administrator,2016.04.10 18:37:50,
301200004163,AAA;AMA;,Great American Canyon Band,No Fit,Administrator,2016.04.10 18:39:13,
301200004202,AAA;AMA;,Farmingon Hill,CD Wont Play,Administrator,2016.04.24 18:40:06,
301200004203,AAA;AMA;,Rachel  Allyn,No Fit,Administrator,2016.04.24 19:00:55,
301200004204,AAA;AMA;,Robert Feddersen`,No Fit,Administrator,2016.04.24 19:07:35,
301200004205,AAA;AMA;,C. Daniel Boling,No Fit,Administrator,2016.04.24 19:08:36,
301200004206,AAA;AMA;,Robert Hubele,No Fit,Administrator,2016.04.24 19:10:35,
301200004207,AAA;AMA;,Jared Deck,No Fit,Administrator,2016.04.24 19:12:58,
301200004208,AAA;AMA;,CW Stoneking,No Fit,Administrator,2016.04.24 19:20:42,
301200004209,AAA;AMA;,Aaron Einhouse,No Fit,Administrator,2016.04.24 19:28:36,
301200004210,AAA;AMA;,Sci Fi Romance,No Fit,Administrator,2016.04.24 19:30:29,
301200004211,AAA;AMA;,March Divide,No Fit,Administrator,2016.04.24 19:32:05,
301200004212,AAA;AMA;,Lars Nelson,No Fit,Administrator,2016.04.24 19:33:27,
301200004213,AAA;AMA;,Al Scortch,No Fit,Administrator,2016.04.24 19:37:45,
301200004214,AAA;AMA;,Don Hinely,No Fit,Administrator,2016.04.24 19:39:13,
301200004215,AAA;AMA;,Freddy  and Francine,No Fit,Administrator,2016.04.24 19:42:46,
301200004216,AAA;AMA;,Wild Pendulum,No Fit,Administrator,2016.04.24 19:45:46,
301200004217,AAA;AMA;,Fowl Play,No Fit,Administrator,2016.04.24 19:47:01,
301200004218,AAA;AMA;,Kelly Mcrae,No Fit,Administrator,2016.04.24 19:49:25,
301200004219,AAA;AMA;,Wild Ponies,No Fit,Administrator,2016.04.24 19:50:36,
301200004220,AAA;AMA;,Hoe Holt,No Fit,Administrator,2016.04.24 19:52:48,
301200004221,AAA;AMA;,Sloan Wainwright,No Fit,Administrator,2016.04.24 19:58:32,
301200004222,AAA;AMA;,Mary Chapin Crpenter,N o Fit,Administrator,2016.04.24 20:03:51,
301200004223,AAA;AMA;,Paleta,No Fit,Administrator,2016.04.24 20:06:41,
301200004224,AAA;AMA;,Two Tracks,No Fit,Administrator,2016.04.24 20:16:20,
301200004225,AAA;AMA;,Moreland and Arbuckle,No Fit,Administrator,2016.04.24 20:20:39,
301200004226,AAA;AMA;,Evie Ladin,No Fit,Administrator,2016.04.24 20:21:49,
301200004227,AAA;AMA;,Yarn,No Fit,Administrator,2016.04.24 20:23:01,
301200004228,AAA;AMA;,Mike Eldred,No Fit,Administrator,2016.04.24 20:31:19,
301200004229,AAA;,Austin Lucas,no Fit,Administrator,2016.04.24 20:34:06,
301200004230,AAA;AMA;,Rival Sons,No Fit,Administrator,2016.04.24 20:36:01,
301200004231,AAA;AMA;,Bills,No Fit,Administrator,2016.04.24 20:37:01,
301200004232,AAA;AMA;,Graham Nash,No Fit,Administrator,2016.04.24 20:39:44,
301200004256,AAA;AMA;,Dan Witaker,Little to countty,Administrator,2016.05.15 16:05:39,
301200004257,AAA;AMA;,Jennifer Greer,Wont Play,Administrator,2016.05.15 16:11:48,
301200004258,AAA;AMA;,Bill Phillippe,No Fit,Administrator,2016.05.15 16:13:33,
301200004259,AAA;AMA;,Elanor Tallie,No Fit,Administrator,2016.05.15 16:16:46,
301200004260,AAA;AMA;,Soniye,No Fit,Administrator,2016.05.15 16:19:29,
301200004261,AAA;AMA;,Nikki Lorenzo,No Fit,Administrator,2016.05.15 16:29:52,
301200004262,AAA;AMA;,Sylvana Joyce,No Fit,Administrator,2016.05.15 16:31:09,
301200004263,AAA;AMA;,Justin Klump,No Fit,Administrator,2016.05.15 16:35:47,
301200004264,AAA;AMA;,Brandon Jenkins,No Fit,Administrator,2016.05.15 16:41:26,
301200004265,AAA;AMA;,Vicktor Taiwo,No Fit,Administrator,2016.05.15 16:41:54,
301200004266,AAA;AMA;,Anna Tivel,No Fit,Administrator,2016.05.15 16:43:17,
301200004267,AAA;AMA;,Tony Joe White,No Fit,Administrator,2016.05.15 16:45:21,
301200004268,AAA;AMA;,Hey Monea,No Fit,Administrator,2016.05.15 16:49:59,
301200004269,AAA;AMA;,Bette Stuy,No Fit,Administrator,2016.05.15 16:55:07,
301200004270,AAA;AMA;,High as a Kite,No Fit,Administrator,2016.05.15 16:57:17,
301200004271,AAA;AMA;,Darrel Scott,No Fit,Administrator,2016.05.15 16:58:24,
301200004272,AAA;AMA;,Circus Mutt,No Fit,Administrator,2016.05.15 17:00:06,
301200004273,AAA;AMA;,Misty Mountain Band,No Fit,Administrator,2016.05.15 17:01:19,
301200004274,AAA;AMA;,Michael Hearne,No Fit,Administrator,2016.05.15 17:02:43,
301200004275,AAA;AMA;,Social Orphans,No Fit,Administrator,2016.05.15 17:04:21,
301200004276,AAA;AMA;,Rob Baird,No Fit,Administrator,2016.05.15 17:05:45,
301200004277,AAA;AMA;,Wester Centuries,No Fit,Administrator,2016.05.15 17:07:41,
301200004278,AAA;AMA;,Ken Atkins,No Fit,Administrator,2016.05.15 17:10:05,
301200004279,AAA;AMA;,Robbert Ellis,No Fit,Administrator,2016.05.15 17:10:49,
301200004280,AAA;AMA;,Soul Plegm,No Fit,Administrator,2016.05.15 17:12:26,
301200004282,AAA;AMA;,Jim Andralis,No Fit,Administrator,2016.05.15 17:23:46,
301200004284,AAA;AMA;,David NewBould,No Fit,Administrator,2016.05.15 17:30:48,
301200004286,AAA;AMA;,JD Eicher,No Fit,Administrator,2016.05.15 17:33:52,
301200004288,AAA;AMA;,Oh Pep,No Fit,Administrator,2016.05.15 17:39:05,
301200004290,AAA;AMA;,Lauren Dair,No Fit,Administrator,2016.05.15 17:47:52,
301200004292,AAA;AMA;,Salado,No Fit,Administrator,2016.05.15 17:51:07,
301200004294,AAA;AMA;,Clint Morgan,No Fit,Administrator,2016.05.15 17:59:36,
301200004296,AAA;AMA;,Coty Hoque,No Fit,Administrator,2016.05.15 18:01:46,
301200004281,AAA;AMA;,Cassie Brandt,No Fit,Administrator,2016.05.15 17:14:02,
301200004283,AAA;AMA;,Dave Murphy,No Fit,Administrator,2016.05.15 17:29:09,
301200004285,AAA;AMA;,Kathryn Cloward,No Fit,Administrator,2016.05.15 17:31:59,
301200004287,AAA;AMA;,Derek Hoke,No Fit,Administrator,2016.05.15 17:37:29,
301200004289,AAA;AMA;,Leland Sundries,No Fit,Administrator,2016.05.15 17:41:00,
301200004291,AAA;AMA;,Hannah Girl,No Fit,Administrator,2016.05.15 17:50:02,
301200004293,AAA;AMA;,Kaia Kater,No Fit,Administrator,2016.05.15 17:52:49,
301200004295,AAA;AMA;,Regulators,No Fit,Administrator,2016.05.15 18:00:41,
301200004297,AAA;AMA;,Marrit Larsen,No Fit,Administrator,2016.05.15 18:03:13,
301200004311,AAA;AMA;,Sister Sadie,No Fit,Administrator,2016.06.05 10:23:11,
301200004312,AAA;AMA;,Joels Zoss,no fit,Administrator,2016.06.05 10:24:50,
301200004313,AAA;AMA;,Miss Tess,No Fit,Administrator,2016.06.05 10:26:31,
301200004314,AAA;AMA;,Bible Belt,No Fit,Administrator,2016.06.05 10:32:04,
301200004315,AAA;,Oklahoma Room,No Fit,Administrator,2016.06.05 10:32:55,
301200004316,AAA;AMA;,Easy People,no Fit,Administrator,2016.06.05 10:33:51,
301200004317,AAA;AMA;,Wink Burcham,No Fit,Administrator,2016.06.05 10:34:29,
